"yrplotid","MEASYEAR","STATECD","COUNTYCD","PLOT","LICH_SPPCD","ABUNDANCE_CLASS","taxon_change","LON","LAT","Binomial"
"2000_42_115_289",2000,42,115,289,6708,1,NA,-75.69112,41.65063,"Punctelia rudecta"
"2000_42_115_745",2000,42,115,745,2601,2,NA,-75.72142,41.97548,"Flavoparmelia caperata"
"2000_42_115_745",2000,42,115,745,4806,2,NA,-75.72142,41.97548,"Parmelia sulcata"
"2000_42_115_745",2000,42,115,745,5716,3,NA,-75.72142,41.97548,"Physcia millegrana"
"2000_42_121_1877",2000,42,121,1877,1210,5,NA,-79.63761,41.32324,"Cladonia chlorophaea"
"2000_42_121_1877",2000,42,121,1877,1211,5,NA,-79.63761,41.32324,"Cladonia coniocraea"
"2000_42_121_1877",2000,42,121,1877,1229,3,NA,-79.63761,41.32324,"Cladonia parasitica"
"2000_42_121_1877",2000,42,121,1877,1266,3,NA,-79.63761,41.32324,"Cladonia clavulifera"
"2000_42_121_1877",2000,42,121,1877,2601,2,NA,-79.63761,41.32324,"Flavoparmelia caperata"
"2000_42_121_1877",2000,42,121,1877,4806,2,NA,-79.63761,41.32324,"Parmelia sulcata"
"2000_42_121_1877",2000,42,121,1877,5614,2,NA,-79.63761,41.32324,"Phaeophyscia rubropulchra"
"2000_42_121_1877",2000,42,121,1877,5716,1,NA,-79.63761,41.32324,"Physcia millegrana"
"2000_42_121_1877",2000,42,121,1877,6705,4,NA,-79.63761,41.32324,"Punctelia missouriensis"
"2000_42_121_1877",2000,42,121,1877,6713,3,"REF_FIA",-79.63761,41.32324,"Punctelia caseana"
"2000_42_123_37",2000,42,123,37,1211,4,NA,-79.05187,41.65914,"Cladonia coniocraea"
"2000_42_123_37",2000,42,123,37,4805,2,NA,-79.05187,41.65914,"Parmelia squarrosa"
"2000_42_123_37",2000,42,123,37,5614,1,NA,-79.05187,41.65914,"Phaeophyscia rubropulchra"
"2000_42_125_1159",2000,42,125,1159,2601,1,NA,-80.15276,40.19994,"Flavoparmelia caperata"
"2000_42_125_1159",2000,42,125,1159,4806,1,NA,-80.15276,40.19994,"Parmelia sulcata"
"2000_42_125_1159",2000,42,125,1159,5614,2,NA,-80.15276,40.19994,"Phaeophyscia rubropulchra"
"2000_42_125_1159",2000,42,125,1159,5716,4,NA,-80.15276,40.19994,"Physcia millegrana"
"2000_42_129_963",2000,42,129,963,4201,1,NA,-79.75792,40.31639,"Myelochroa aurulenta"
"2000_42_129_963",2000,42,129,963,4806,2,NA,-79.75792,40.31639,"Parmelia sulcata"
"2000_42_129_963",2000,42,129,963,5613,3,NA,-79.75792,40.31639,"Phaeophyscia pusilloides"
"2000_42_129_963",2000,42,129,963,5614,1,NA,-79.75792,40.31639,"Phaeophyscia rubropulchra"
"2000_42_129_963",2000,42,129,963,5716,3,NA,-79.75792,40.31639,"Physcia millegrana"
"2000_42_129_963",2000,42,129,963,6809,1,"REF_FIA",-79.75792,40.31639,"Pyxine subcinerea"
"2000_42_131_352",2000,42,131,352,1002,1,NA,-76.04695,41.55543,"Ahtiana aurescens"
"2000_42_131_352",2000,42,131,352,2601,3,NA,-76.04695,41.55543,"Flavoparmelia caperata"
"2000_42_131_352",2000,42,131,352,4806,3,NA,-76.04695,41.55543,"Parmelia sulcata"
"2000_42_131_352",2000,42,131,352,5716,2,NA,-76.04695,41.55543,"Physcia millegrana"
"2000_42_131_352",2000,42,131,352,6708,3,NA,-76.04695,41.55543,"Punctelia rudecta"
"2000_42_133_974",2000,42,133,974,2601,2,NA,-76.38014,39.77032,"Flavoparmelia caperata"
"2000_42_133_974",2000,42,133,974,6708,2,NA,-76.38014,39.77032,"Punctelia rudecta"
"2001_42_3_244",2001,42,3,244,1211,3,NA,-80.01108,40.64518,"Cladonia coniocraea"
"2001_42_3_244",2001,42,3,244,1214,3,NA,-80.01108,40.64518,"Cladonia cylindrica"
"2001_42_3_244",2001,42,3,244,2601,3,NA,-80.01108,40.64518,"Flavoparmelia caperata"
"2001_42_3_244",2001,42,3,244,4806,3,NA,-80.01108,40.64518,"Parmelia sulcata"
"2001_42_3_244",2001,42,3,244,5716,3,NA,-80.01108,40.64518,"Physcia millegrana"
"2001_42_3_244",2001,42,3,244,6713,3,"REF_FIA",-80.01108,40.64518,"Punctelia caseana"
"2001_42_5_246",2001,42,5,246,2601,3,NA,-79.42293,40.98614,"Flavoparmelia caperata"
"2001_42_5_246",2001,42,5,246,4201,2,NA,-79.42293,40.98614,"Myelochroa aurulenta"
"2001_42_5_246",2001,42,5,246,4806,3,NA,-79.42293,40.98614,"Parmelia sulcata"
"2001_42_5_246",2001,42,5,246,5716,3,NA,-79.42293,40.98614,"Physcia millegrana"
"2001_42_5_246",2001,42,5,246,6708,3,NA,-79.42293,40.98614,"Punctelia rudecta"
"2001_42_5_246",2001,42,5,246,6713,3,"REF_FIA",-79.42293,40.98614,"Punctelia caseana"
"2001_42_9_529",2001,42,9,529,1211,3,"REF_FIA",-78.63931,40.23931,"Cladonia coniocraea"
"2001_42_9_529",2001,42,9,529,6713,3,"REF_FIA",-78.63931,40.23931,"Punctelia caseana"
"2001_42_13_1619",2001,42,13,1619,1211,3,NA,-78.3638,40.6645,"Cladonia coniocraea"
"2001_42_13_1619",2001,42,13,1619,4806,2,NA,-78.3638,40.6645,"Parmelia sulcata"
"2001_42_13_1619",2001,42,13,1619,6713,2,"REF_FIA",-78.3638,40.6645,"Punctelia caseana"
"2001_42_15_1429",2001,42,15,1429,1012,2,NA,-76.52004,41.68525,"Usnocetraria oakesiana"
"2001_42_15_1429",2001,42,15,1429,1211,2,NA,-76.52004,41.68525,"Cladonia coniocraea"
"2001_42_15_1429",2001,42,15,1429,2601,3,NA,-76.52004,41.68525,"Flavoparmelia caperata"
"2001_42_15_1429",2001,42,15,1429,5614,2,NA,-76.52004,41.68525,"Phaeophyscia rubropulchra"
"2001_42_15_1429",2001,42,15,1429,5716,3,NA,-76.52004,41.68525,"Physcia millegrana"
"2001_42_15_1429",2001,42,15,1429,6708,3,NA,-76.52004,41.68525,"Punctelia rudecta"
"2001_42_25_571",2001,42,25,571,1200,3,NA,-75.77375,40.87323,"Cladonia"
"2001_42_25_571",2001,42,25,571,2601,2,NA,-75.77375,40.87323,"Flavoparmelia caperata"
"2001_42_25_571",2001,42,25,571,4201,2,NA,-75.77375,40.87323,"Myelochroa aurulenta"
"2001_42_25_571",2001,42,25,571,6713,2,"REF_FIA",-75.77375,40.87323,"Punctelia caseana"
"2001_42_25_571",2001,42,25,571,4806,2,NA,-75.77375,40.87323,"Parmelia sulcata"
"2001_42_25_571",2001,42,25,571,5614,3,NA,-75.77375,40.87323,"Phaeophyscia rubropulchra"
"2001_42_25_571",2001,42,25,571,5716,2,NA,-75.77375,40.87323,"Physcia millegrana"
"2001_42_27_1485",2001,42,27,1485,5614,2,NA,-78.0777,41.11538,"Phaeophyscia rubropulchra"
"2001_42_27_1485",2001,42,27,1485,6713,1,"REF_FIA",-78.0777,41.11538,"Punctelia caseana"
"2001_42_27_1874",2001,42,27,1874,1211,3,NA,-78.05351,40.83377,"Cladonia coniocraea"
"2001_42_27_1874",2001,42,27,1874,2600,2,NA,-78.05351,40.83377,"Flavoparmelia"
"2001_42_27_1874",2001,42,27,1874,4800,2,NA,-78.05351,40.83377,"Parmelia"
"2001_42_27_1874",2001,42,27,1874,5613,2,NA,-78.05351,40.83377,"Phaeophyscia pusilloides"
"2001_42_27_1874",2001,42,27,1874,5614,3,NA,-78.05351,40.83377,"Phaeophyscia rubropulchra"
"2001_42_27_1874",2001,42,27,1874,5716,3,NA,-78.05351,40.83377,"Physcia millegrana"
"2001_42_27_1874",2001,42,27,1874,5723,3,NA,-78.05351,40.83377,"Physcia stellaris"
"2001_42_29_448",2001,42,29,448,2600,3,NA,-75.6301,40.01467,"Flavoparmelia"
"2001_42_29_448",2001,42,29,448,5613,3,NA,-75.6301,40.01467,"Phaeophyscia pusilloides"
"2001_42_29_448",2001,42,29,448,5614,3,NA,-75.6301,40.01467,"Phaeophyscia rubropulchra"
"2001_42_29_448",2001,42,29,448,5716,3,NA,-75.6301,40.01467,"Physcia millegrana"
"2001_42_29_448",2001,42,29,448,6708,1,NA,-75.6301,40.01467,"Punctelia rudecta"
"2001_42_29_448",2001,42,29,448,8301,1,NA,-75.6301,40.01467,"Candelaria concolor"
"2001_42_33_765",2001,42,33,765,1210,3,NA,-78.78031,41.05183,"Cladonia chlorophaea"
"2001_42_33_765",2001,42,33,765,1211,3,NA,-78.78031,41.05183,"Cladonia coniocraea"
"2001_42_33_765",2001,42,33,765,1212,2,NA,-78.78031,41.05183,"Cladonia cristatella"
"2001_42_33_765",2001,42,33,765,1229,3,NA,-78.78031,41.05183,"Cladonia parasitica"
"2001_42_33_765",2001,42,33,765,1267,3,NA,-78.78031,41.05183,"Cladonia pleurota"
"2001_42_33_765",2001,42,33,765,2601,3,NA,-78.78031,41.05183,"Flavoparmelia caperata"
"2001_42_33_765",2001,42,33,765,4806,3,NA,-78.78031,41.05183,"Parmelia sulcata"
"2001_42_33_765",2001,42,33,765,5614,2,NA,-78.78031,41.05183,"Phaeophyscia rubropulchra"
"2001_42_33_765",2001,42,33,765,5716,3,NA,-78.78031,41.05183,"Physcia millegrana"
"2001_42_33_765",2001,42,33,765,6713,3,"REF_FIA",-78.78031,41.05183,"Punctelia caseana"
"2001_42_33_765",2001,42,33,765,6713,2,"REF_FIA",-78.78031,41.05183,"Punctelia caseana"
"2001_42_35_1930",2001,42,35,1930,4201,2,NA,-77.4171,41.17186,"Myelochroa aurulenta"
"2001_42_35_1930",2001,42,35,1930,5613,2,NA,-77.4171,41.17186,"Phaeophyscia pusilloides"
"2001_42_35_1930",2001,42,35,1930,5716,2,NA,-77.4171,41.17186,"Physcia millegrana"
"2001_42_35_1930",2001,42,35,1930,6708,2,NA,-77.4171,41.17186,"Punctelia rudecta"
"2001_42_37_1492",2001,42,37,1492,1012,3,NA,-76.39508,40.82616,"Usnocetraria oakesiana"
"2001_42_37_1492",2001,42,37,1492,1210,2,NA,-76.39508,40.82616,"Cladonia chlorophaea"
"2001_42_37_1492",2001,42,37,1492,4800,1,NA,-76.39508,40.82616,"Parmelia"
"2001_42_37_1492",2001,42,37,1492,5716,3,NA,-76.39508,40.82616,"Physcia millegrana"
"2001_42_37_1492",2001,42,37,1492,6708,1,NA,-76.39508,40.82616,"Punctelia rudecta"
"2001_42_39_1284",2001,42,39,1284,1211,3,NA,-80.16224,41.48807,"Cladonia coniocraea"
"2001_42_39_1284",2001,42,39,1284,1214,3,NA,-80.16224,41.48807,"Cladonia cylindrica"
"2001_42_39_1284",2001,42,39,1284,4201,1,NA,-80.16224,41.48807,"Myelochroa aurulenta"
"2001_42_39_1284",2001,42,39,1284,4806,3,NA,-80.16224,41.48807,"Parmelia sulcata"
"2001_42_39_1284",2001,42,39,1284,5613,2,NA,-80.16224,41.48807,"Phaeophyscia pusilloides"
"2001_42_39_1284",2001,42,39,1284,5614,3,NA,-80.16224,41.48807,"Phaeophyscia rubropulchra"
"2001_42_39_1284",2001,42,39,1284,5716,3,NA,-80.16224,41.48807,"Physcia millegrana"
"2001_42_43_1169",2001,42,43,1169,4201,2,NA,-76.6666,40.39713,"Myelochroa aurulenta"
"2001_42_43_1169",2001,42,43,1169,5716,3,NA,-76.6666,40.39713,"Physcia millegrana"
"2001_42_43_1169",2001,42,43,1169,6708,1,NA,-76.6666,40.39713,"Punctelia rudecta"
"2001_42_47_1607",2001,42,47,1607,1211,3,NA,-78.47482,41.49245,"Cladonia coniocraea"
"2001_42_47_1607",2001,42,47,1607,1229,3,NA,-78.47482,41.49245,"Cladonia parasitica"
"2001_42_47_1607",2001,42,47,1607,2601,1,NA,-78.47482,41.49245,"Flavoparmelia caperata"
"2001_42_47_1607",2001,42,47,1607,3116,1,NA,-78.47482,41.49245,"Hypogymnia physodes"
"2001_42_47_1607",2001,42,47,1607,4201,2,NA,-78.47482,41.49245,"Myelochroa aurulenta"
"2001_42_47_1607",2001,42,47,1607,4805,2,NA,-78.47482,41.49245,"Parmelia squarrosa"
"2001_42_47_1607",2001,42,47,1607,4806,3,NA,-78.47482,41.49245,"Parmelia sulcata"
"2001_42_47_1607",2001,42,47,1607,6700,2,NA,-78.47482,41.49245,"Punctelia"
"2001_42_51_1016",2001,42,51,1016,1211,3,NA,-79.82789,39.80492,"Cladonia coniocraea"
"2001_42_51_1016",2001,42,51,1016,2601,2,NA,-79.82789,39.80492,"Flavoparmelia caperata"
"2001_42_51_1016",2001,42,51,1016,5716,2,NA,-79.82789,39.80492,"Physcia millegrana"
"2001_42_51_1016",2001,42,51,1016,6713,3,"REF_FIA",-79.82789,39.80492,"Punctelia caseana"
"2001_42_55_532",2001,42,55,532,1012,2,NA,-77.91584,39.98953,"Usnocetraria oakesiana"
"2001_42_55_532",2001,42,55,532,1211,3,"REF_FIA",-77.91584,39.98953,"Cladonia coniocraea"
"2001_42_55_532",2001,42,55,532,2601,3,NA,-77.91584,39.98953,"Flavoparmelia caperata"
"2001_42_55_532",2001,42,55,532,3218,3,NA,-77.91584,39.98953,"Hypotrachyna showmanii"
"2001_42_55_532",2001,42,55,532,5716,3,NA,-77.91584,39.98953,"Physcia millegrana"
"2001_42_55_532",2001,42,55,532,6708,3,NA,-77.91584,39.98953,"Punctelia rudecta"
"2001_42_55_532",2001,42,55,532,6713,3,"REF_FIA",-77.91584,39.98953,"Punctelia caseana"
"2001_42_57_1174",2001,42,57,1174,2603,3,NA,-78.19832,39.85475,"Flavoparmelia baltimorensis"
"2001_42_57_1174",2001,42,57,1174,4201,3,NA,-78.19832,39.85475,"Myelochroa aurulenta"
"2001_42_57_1174",2001,42,57,1174,5613,3,NA,-78.19832,39.85475,"Phaeophyscia pusilloides"
"2001_42_57_1174",2001,42,57,1174,5614,3,NA,-78.19832,39.85475,"Phaeophyscia rubropulchra"
"2001_42_57_1174",2001,42,57,1174,5716,3,NA,-78.19832,39.85475,"Physcia millegrana"
"2001_42_57_1174",2001,42,57,1174,5801,2,NA,-78.19832,39.85475,"Physciella chloantha"
"2001_42_57_1174",2001,42,57,1174,6708,3,NA,-78.19832,39.85475,"Punctelia rudecta"
"2001_42_57_1174",2001,42,57,1174,6713,3,"REF_FIA",-78.19832,39.85475,"Punctelia caseana"
"2001_42_57_1174",2001,42,57,1174,8301,3,NA,-78.19832,39.85475,"Candelaria concolor"
"2001_42_61_716",2001,42,61,716,1012,3,NA,-77.74344,40.25368,"Usnocetraria oakesiana"
"2001_42_61_716",2001,42,61,716,2601,2,NA,-77.74344,40.25368,"Flavoparmelia caperata"
"2001_42_61_716",2001,42,61,716,4201,3,NA,-77.74344,40.25368,"Myelochroa aurulenta"
"2001_42_61_716",2001,42,61,716,4204,2,NA,-77.74344,40.25368,"Myelochroa obsessa"
"2001_42_61_716",2001,42,61,716,5613,3,NA,-77.74344,40.25368,"Phaeophyscia pusilloides"
"2001_42_61_716",2001,42,61,716,5614,3,NA,-77.74344,40.25368,"Phaeophyscia rubropulchra"
"2001_42_61_716",2001,42,61,716,5716,3,NA,-77.74344,40.25368,"Physcia millegrana"
"2001_42_61_716",2001,42,61,716,6708,3,NA,-77.74344,40.25368,"Punctelia rudecta"
"2001_42_65_417",2001,42,65,417,1225,3,"REF_FIA",-79.09988,41.16612,"Cladonia macilenta"
"2001_42_65_417",2001,42,65,417,4800,2,NA,-79.09988,41.16612,"Parmelia"
"2001_42_65_417",2001,42,65,417,5716,2,NA,-79.09988,41.16612,"Physcia millegrana"
"2001_42_79_725",2001,42,79,725,2601,3,NA,-76.09362,40.98995,"Flavoparmelia caperata"
"2001_42_79_725",2001,42,79,725,4806,2,NA,-76.09362,40.98995,"Parmelia sulcata"
"2001_42_79_725",2001,42,79,725,5614,3,NA,-76.09362,40.98995,"Phaeophyscia rubropulchra"
"2001_42_79_725",2001,42,79,725,5716,2,NA,-76.09362,40.98995,"Physcia millegrana"
"2001_42_79_725",2001,42,79,725,6713,2,"REF_FIA",-76.09362,40.98995,"Punctelia caseana"
"2001_42_79_725",2001,42,79,725,6713,1,"REF_FIA",-76.09362,40.98995,"Punctelia caseana"
"2001_42_81_58",2001,42,81,58,301,1,NA,-77.15424,41.34802,"Anaptychia palmulata"
"2001_42_81_58",2001,42,81,58,1012,3,NA,-77.15424,41.34802,"Usnocetraria oakesiana"
"2001_42_81_58",2001,42,81,58,1211,2,NA,-77.15424,41.34802,"Cladonia coniocraea"
"2001_42_81_58",2001,42,81,58,1211,3,"REF_FIA",-77.15424,41.34802,"Cladonia coniocraea"
"2001_42_81_58",2001,42,81,58,1251,3,NA,-77.15424,41.34802,"Cladonia rei"
"2001_42_81_58",2001,42,81,58,2601,3,NA,-77.15424,41.34802,"Flavoparmelia caperata"
"2001_42_81_58",2001,42,81,58,5716,3,NA,-77.15424,41.34802,"Physcia millegrana"
"2001_42_81_58",2001,42,81,58,6708,3,NA,-77.15424,41.34802,"Punctelia rudecta"
"2001_42_83_438",2001,42,83,438,1229,3,NA,-78.2116,41.68793,"Cladonia parasitica"
"2001_42_83_438",2001,42,83,438,2600,2,NA,-78.2116,41.68793,"Flavoparmelia"
"2001_42_83_438",2001,42,83,438,4015,1,NA,-78.2116,41.68793,"Melanelixia subaurifera"
"2001_42_83_438",2001,42,83,438,4201,3,NA,-78.2116,41.68793,"Myelochroa aurulenta"
"2001_42_83_438",2001,42,83,438,4806,3,NA,-78.2116,41.68793,"Parmelia sulcata"
"2001_42_83_438",2001,42,83,438,5614,3,NA,-78.2116,41.68793,"Phaeophyscia rubropulchra"
"2001_42_83_438",2001,42,83,438,5716,2,NA,-78.2116,41.68793,"Physcia millegrana"
"2001_42_83_1150",2001,42,83,1150,1012,2,NA,-78.90672,41.86883,"Usnocetraria oakesiana"
"2001_42_83_1150",2001,42,83,1150,1211,3,NA,-78.90672,41.86883,"Cladonia coniocraea"
"2001_42_83_1150",2001,42,83,1150,1211,3,"REF_FIA",-78.90672,41.86883,"Cladonia coniocraea"
"2001_42_83_1150",2001,42,83,1150,3116,1,NA,-78.90672,41.86883,"Hypogymnia physodes"
"2001_42_83_1150",2001,42,83,1150,4805,3,NA,-78.90672,41.86883,"Parmelia squarrosa"
"2001_42_83_1150",2001,42,83,1150,4806,3,NA,-78.90672,41.86883,"Parmelia sulcata"
"2001_42_83_1150",2001,42,83,1150,5614,3,NA,-78.90672,41.86883,"Phaeophyscia rubropulchra"
"2001_42_83_1150",2001,42,83,1150,5716,3,NA,-78.90672,41.86883,"Physcia millegrana"
"2001_42_83_1150",2001,42,83,1150,6708,3,NA,-78.90672,41.86883,"Punctelia rudecta"
"2001_42_85_328",2001,42,85,328,4806,1,NA,-80.42988,41.30833,"Parmelia sulcata"
"2001_42_85_328",2001,42,85,328,5300,2,NA,-80.42988,41.30833,"Parmotrema"
"2001_42_85_328",2001,42,85,328,5716,3,NA,-80.42988,41.30833,"Physcia millegrana"
"2001_42_85_328",2001,42,85,328,6700,1,NA,-80.42988,41.30833,"Punctelia"
"2001_42_87_1010",2001,42,87,1010,301,2,NA,-77.70011,40.70391,"Anaptychia palmulata"
"2001_42_87_1010",2001,42,87,1010,1012,3,NA,-77.70011,40.70391,"Usnocetraria oakesiana"
"2001_42_87_1010",2001,42,87,1010,1210,3,NA,-77.70011,40.70391,"Cladonia chlorophaea"
"2001_42_87_1010",2001,42,87,1010,1211,3,"REF_FIA",-77.70011,40.70391,"Cladonia coniocraea"
"2001_42_87_1010",2001,42,87,1010,2601,4,NA,-77.70011,40.70391,"Flavoparmelia caperata"
"2001_42_87_1010",2001,42,87,1010,3201,2,NA,-77.70011,40.70391,"Hypotrachyna croceopustulata"
"2001_42_87_1010",2001,42,87,1010,3218,3,NA,-77.70011,40.70391,"Hypotrachyna showmanii"
"2001_42_87_1010",2001,42,87,1010,3301,3,NA,-77.70011,40.70391,"Imshaugia aleurites"
"2001_42_87_1010",2001,42,87,1010,3905,1,NA,-77.70011,40.70391,"Lobaria pulmonaria"
"2001_42_87_1010",2001,42,87,1010,3906,2,NA,-77.70011,40.70391,"Lobaria quercizans"
"2001_42_87_1010",2001,42,87,1010,4201,3,NA,-77.70011,40.70391,"Myelochroa aurulenta"
"2001_42_87_1010",2001,42,87,1010,4204,3,NA,-77.70011,40.70391,"Myelochroa obsessa"
"2001_42_87_1010",2001,42,87,1010,4805,3,NA,-77.70011,40.70391,"Parmelia squarrosa"
"2001_42_87_1010",2001,42,87,1010,4806,3,NA,-77.70011,40.70391,"Parmelia sulcata"
"2001_42_87_1010",2001,42,87,1010,5614,3,NA,-77.70011,40.70391,"Phaeophyscia rubropulchra"
"2001_42_87_1010",2001,42,87,1010,5716,3,NA,-77.70011,40.70391,"Physcia millegrana"
"2001_42_87_1010",2001,42,87,1010,5723,3,NA,-77.70011,40.70391,"Physcia stellaris"
"2001_42_87_1010",2001,42,87,1010,6713,3,"REF_FIA",-77.70011,40.70391,"Punctelia caseana"
"2001_42_87_1010",2001,42,87,1010,6708,4,NA,-77.70011,40.70391,"Punctelia rudecta"
"2001_42_87_1010",2001,42,87,1010,6713,3,"REF_FIA",-77.70011,40.70391,"Punctelia caseana"
"2001_42_87_1010",2001,42,87,1010,6808,3,NA,-77.70011,40.70391,"Pyxine sorediata"
"2001_42_87_1010",2001,42,87,1010,7951,1,NA,-77.70011,40.70391,"Umbilicaria mammulata"
"2001_42_95_1273",2001,42,95,1273,4201,3,NA,-75.11815,40.91406,"Myelochroa aurulenta"
"2001_42_95_1273",2001,42,95,1273,5601,1,NA,-75.11815,40.91406,"Phaeophyscia adiastola"
"2001_42_95_1273",2001,42,95,1273,5614,3,NA,-75.11815,40.91406,"Phaeophyscia rubropulchra"
"2001_42_95_1273",2001,42,95,1273,5716,2,NA,-75.11815,40.91406,"Physcia millegrana"
"2001_42_99_148",2001,42,99,148,5601,3,NA,-77.31817,40.33733,"Phaeophyscia adiastola"
"2001_42_99_148",2001,42,99,148,5613,3,NA,-77.31817,40.33733,"Phaeophyscia pusilloides"
"2001_42_99_148",2001,42,99,148,5614,3,NA,-77.31817,40.33733,"Phaeophyscia rubropulchra"
"2001_42_99_148",2001,42,99,148,5716,3,NA,-77.31817,40.33733,"Physcia millegrana"
"2001_42_99_148",2001,42,99,148,6708,3,NA,-77.31817,40.33733,"Punctelia rudecta"
"2001_42_103_1660",2001,42,103,1660,1012,3,NA,-74.84175,41.35597,"Usnocetraria oakesiana"
"2001_42_103_1660",2001,42,103,1660,2601,3,NA,-74.84175,41.35597,"Flavoparmelia caperata"
"2001_42_103_1660",2001,42,103,1660,4201,3,NA,-74.84175,41.35597,"Myelochroa aurulenta"
"2001_42_103_1660",2001,42,103,1660,5614,3,NA,-74.84175,41.35597,"Phaeophyscia rubropulchra"
"2001_42_103_1660",2001,42,103,1660,5716,2,NA,-74.84175,41.35597,"Physcia millegrana"
"2001_42_103_1660",2001,42,103,1660,6708,3,NA,-74.84175,41.35597,"Punctelia rudecta"
"2001_42_103_1660",2001,42,103,1660,6713,2,"REF_FIA",-74.84175,41.35597,"Punctelia caseana"
"2001_42_103_1660",2001,42,103,1660,6808,3,NA,-74.84175,41.35597,"Pyxine sorediata"
"2001_42_105_1110",2001,42,105,1110,2601,2,NA,-78.20135,41.95774,"Flavoparmelia caperata"
"2001_42_105_1110",2001,42,105,1110,5613,1,NA,-78.20135,41.95774,"Phaeophyscia pusilloides"
"2001_42_105_1110",2001,42,105,1110,5614,2,NA,-78.20135,41.95774,"Phaeophyscia rubropulchra"
"2001_42_105_1110",2001,42,105,1110,5716,3,NA,-78.20135,41.95774,"Physcia millegrana"
"2001_42_105_1110",2001,42,105,1110,6708,2,NA,-78.20135,41.95774,"Punctelia rudecta"
"2001_42_105_1455",2001,42,105,1455,4201,2,NA,-77.82061,41.55543,"Myelochroa aurulenta"
"2001_42_105_1455",2001,42,105,1455,5613,3,NA,-77.82061,41.55543,"Phaeophyscia pusilloides"
"2001_42_105_1455",2001,42,105,1455,5614,3,NA,-77.82061,41.55543,"Phaeophyscia rubropulchra"
"2001_42_105_1455",2001,42,105,1455,5716,3,NA,-77.82061,41.55543,"Physcia millegrana"
"2001_42_105_1455",2001,42,105,1455,5901,2,NA,-77.82061,41.55543,"Physconia detersa"
"2001_42_105_1455",2001,42,105,1455,6708,1,NA,-77.82061,41.55543,"Punctelia rudecta"
"2001_42_109_1113",2001,42,109,1113,1233,2,NA,-77.07423,40.74303,"Cladonia pyxidata"
"2001_42_109_1113",2001,42,109,1113,6708,2,NA,-77.07423,40.74303,"Punctelia rudecta"
"2001_42_109_1113",2001,42,109,1113,4201,3,NA,-77.07423,40.74303,"Myelochroa aurulenta"
"2001_42_109_1113",2001,42,109,1113,5716,2,NA,-77.07423,40.74303,"Physcia millegrana"
"2001_42_109_1113",2001,42,109,1113,6713,2,"REF_FIA",-77.07423,40.74303,"Punctelia caseana"
"2001_42_117_1078",2001,42,117,1078,1012,3,NA,-77.20034,41.58583,"Usnocetraria oakesiana"
"2001_42_117_1078",2001,42,117,1078,2601,3,NA,-77.20034,41.58583,"Flavoparmelia caperata"
"2001_42_117_1078",2001,42,117,1078,3218,2,NA,-77.20034,41.58583,"Hypotrachyna showmanii"
"2001_42_117_1078",2001,42,117,1078,4200,2,NA,-77.20034,41.58583,"Myelochroa"
"2001_42_117_1078",2001,42,117,1078,5614,3,NA,-77.20034,41.58583,"Phaeophyscia rubropulchra"
"2001_42_117_1078",2001,42,117,1078,5716,3,NA,-77.20034,41.58583,"Physcia millegrana"
"2001_42_117_1078",2001,42,117,1078,6708,2,NA,-77.20034,41.58583,"Punctelia rudecta"
"2001_42_121_524",2001,42,121,524,1211,3,NA,-79.78418,41.38625,"Cladonia coniocraea"
"2001_42_121_524",2001,42,121,524,1234,3,NA,-79.78418,41.38625,"Cladonia ramulosa"
"2001_42_121_524",2001,42,121,524,2601,3,NA,-79.78418,41.38625,"Flavoparmelia caperata"
"2001_42_121_524",2001,42,121,524,3218,3,NA,-79.78418,41.38625,"Hypotrachyna showmanii"
"2001_42_121_524",2001,42,121,524,4800,3,NA,-79.78418,41.38625,"Parmelia"
"2001_42_121_524",2001,42,121,524,5300,1,NA,-79.78418,41.38625,"Parmotrema"
"2001_42_121_524",2001,42,121,524,5614,3,NA,-79.78418,41.38625,"Phaeophyscia rubropulchra"
"2001_42_121_524",2001,42,121,524,5716,3,NA,-79.78418,41.38625,"Physcia millegrana"
"2001_42_121_524",2001,42,121,524,6713,3,"REF_FIA",-79.78418,41.38625,"Punctelia caseana"
"2001_42_123_492",2001,42,123,492,2601,2,NA,-79.57168,41.84829,"Flavoparmelia caperata"
"2001_42_123_492",2001,42,123,492,4806,3,NA,-79.57168,41.84829,"Parmelia sulcata"
"2001_42_123_492",2001,42,123,492,5614,3,NA,-79.57168,41.84829,"Phaeophyscia rubropulchra"
"2001_42_123_492",2001,42,123,492,5716,3,NA,-79.57168,41.84829,"Physcia millegrana"
"2001_42_127_826",2001,42,127,826,2601,3,NA,-75.21091,41.77505,"Flavoparmelia caperata"
"2001_42_127_826",2001,42,127,826,4806,2,NA,-75.21091,41.77505,"Parmelia sulcata"
"2001_42_127_826",2001,42,127,826,5614,3,NA,-75.21091,41.77505,"Phaeophyscia rubropulchra"
"2001_42_127_826",2001,42,127,826,6708,2,NA,-75.21091,41.77505,"Punctelia rudecta"
"2001_42_127_826",2001,42,127,826,6713,2,"REF_FIA",-75.21091,41.77505,"Punctelia caseana"
"2001_42_129_33",2001,42,129,33,2600,2,NA,-79.70783,40.59669,"Flavoparmelia"
"2001_42_129_33",2001,42,129,33,4200,1,NA,-79.70783,40.59669,"Myelochroa"
"2001_42_129_33",2001,42,129,33,4800,2,NA,-79.70783,40.59669,"Parmelia"
